,username,retweetCount,replyCount,followersCount
1190,DLHDara,0.0,1.0,1121.0
1283,DeVoiceFirst,0.0,0.0,1.0
1282,DePaulArtHist,0.0,0.0,316.0
1281,DayoLogic,0.0,0.0,45.0
1280,DaylightReport,0.0,0.0,260.0
1277,Davidvital,0.0,0.0,372.0
1276,DavidsonOffor,0.0,0.0,6718.0
1272,Davidcdm,0.0,0.0,71.0
1271,David_Batty,0.0,0.0,4395.0
1269,DavidSmyth19,0.0,0.0,170.0
1266,DavidKe95654156,0.0,1.0,158.0
1265,DavidJHibbert,0.0,2.0,2067.0
1264,DavidILucas,0.0,2.0,1216.0
1305,DeirdreBeecher,0.0,0.0,74.0
1306,Deixis9,0.0,0.0,626.0
1307,Deizievents,0.0,0.0,493.0
1308,DejiOsinulu,0.0,0.0,682.0
1341,DhaiRiyaad,0.0,0.0,46.0
1340,DexterMosul,0.0,0.0,2034.0
1339,DewloUKnow,0.0,0.0,2012.0
1338,Dewinol,0.0,0.0,36.0
1337,DevraWiz,0.0,0.0,682.0
1336,DeviStCharles,0.0,0.0,78.0
1335,DevGoals,0.0,1.0,1596.0
1333,Detribalized_1,0.0,2.0,750.0
1332,Deto_Ladi,0.0,0.0,307.0
1329,DestinasjonN,0.0,0.0,3.0
1328,DesmondIgbekele,0.0,0.0,48.0
1327,Design_Folklore,0.0,0.0,191.0
1324,Dermy21,0.0,1.0,593.0
1322,DerekFranklin2,0.0,0.0,6128.0
1320,DentistMassachu,0.0,0.0,15.0
1319,DennisUAskey,0.0,0.0,750.0
1318,DennisIghodaro,0.0,0.0,721.0
1317,DenisMacShane,0.0,0.0,19275.0
1316,DenieceNova,0.0,1.0,2021.0
1315,Demurleigh,0.0,0.0,2468.0
1313,DemiLovatoTH,0.0,0.0,49.0
1312,DemLabs_com,0.0,0.0,952.0
1311,DelboyxTweets,0.0,0.0,588.0
1310,Delazeez,0.0,0.0,966.0
1309,DejiOyede,0.0,0.0,33.0
1263,DavidHaskiya,0.0,1.0,2121.0
1262,DavidDean2010,0.0,0.0,735.0
1261,DavidCarver,0.0,0.0,190.0
1228,DandPLorton,0.0,0.0,212.0
1225,DanEatherley,0.0,0.0,3220.0
1223,DamilareMykels,0.0,2.0,2753.0
1222,DamienP72539656,0.0,0.0,25.0
1221,DamianFromDerry,0.0,0.0,926.0
1218,DaliaGuerreiro,0.0,0.0,616.0
1216,DailySource,0.0,0.0,24835.0
1213,DailyArtSpirit,0.0,0.0,115.0
1212,Dahlton07,0.0,0.0,1730.0
1211,DaddyCo31107746,0.0,0.0,5.0
1210,D_exclusiveinfo,0.0,0.0,220.0
1209,D_WarEagle,0.0,0.0,7873.0
1208,DWF92997512,0.0,0.0,133.0
1206,DUArchSoc,0.0,0.0,237.0
1205,DTaylor75103399,0.0,0.0,259.0
1204,DTRenney,0.0,0.0,1184.0
1203,DTNPortugal,0.0,0.0,957.0
1202,DTNNetherlands,0.0,0.0,844.0
1201,DTNMongolia,0.0,0.0,3325.0
1200,DTNGreece,0.0,0.0,766.0
1199,DTNGeorgia,0.0,0.0,438.0
1198,DTNBulgaria,0.0,0.0,895.0
1197,DSMWcom,0.0,0.0,2965.0
1194,DMedCare_,0.0,0.0,20.0
1192,DLVjewel,0.0,0.0,102.0
1191,DLIGAN,0.0,0.0,72.0
1226,DanN9Teen,0.0,0.0,438.0
1229,DandyMarkjohn,0.0,0.0,734.0
1260,DavidCampaign,0.0,5.0,40.0
1230,DanhTHFC,0.0,1.0,493.0
1259,DavidBissell10,0.0,0.0,72.0
1258,DavidAustGAM,0.0,0.0,1022.0
1257,DavidAdekunle72,0.0,0.0,1712.0
1256,Davepira,0.0,0.0,334.0
1255,DauphinRattle,0.0,0.0,658.0
1254,DaunceyEmil,0.0,0.0,2065.0
1253,Datz_Dcode,0.0,1.0,70.0
1252,DatelineNG,0.0,0.0,150.0
1251,DatWackboyy,0.0,0.0,168.0
1250,DatTransChick,0.0,1.0,1079.0
1249,DatBlackGurl,0.0,0.0,1437.0
1248,DashDeCosta,0.0,0.0,1067.0
1246,DarthSquig,0.0,0.0,1515.0
1245,DarlingtonMicah,0.0,0.0,484.0
1244,DarlingsInc,0.0,0.0,0.0
1243,DarkAngel78178_,0.0,0.0,88822.0
1242,DapoDan,0.0,0.0,820.0
1241,Dannyyweb,0.0,0.0,7691.0
1240,DannyDa00698955,0.0,1.0,16.0
1238,Danielgraphy,0.0,0.0,19.0
1237,Daniel_Jerome44,0.0,0.0,10173.0
1235,DanielR59913861,0.0,0.0,4.0
1234,DanielNoelC,0.0,1.0,470.0
1233,DanielNavasSund,0.0,0.0,2007.0
1232,DanielJuniorthe,0.0,0.0,726.0
1021,Chrisblackest,0.0,0.0,47.0
1020,ChrisLashHist,0.0,4.0,1668.0
1018,ChouettBlog,0.0,0.0,4540.0
786,Bongani89067051,0.0,0.0,1.0
801,BossSancho,0.0,0.0,561.0
800,Born120,0.0,0.0,383.0
799,Boris_Patriot,0.0,0.0,66.0
798,BootsMenShoes,0.0,0.0,51.0
797,BookstopSanaa,0.0,0.0,375.0
796,BookseekerAgent,0.0,0.0,197.0
794,Booklyn_Adinkra,0.0,0.0,76.0
793,Bookkeeepers,0.0,0.0,605.0
792,BookBookybooks,0.0,1.0,228.0
789,Bonjour_Cotonou,0.0,0.0,3032.0
788,Bonitah_Bonitah,0.0,1.0,4573.0
787,Bongza37,0.0,0.0,469.0
784,Bondgarddekor,0.0,0.0,74.0
1017,CholletValrie,0.0,0.0,354.0
783,BolajiAremo,0.0,0.0,189.0
782,BoineauMarie,0.0,0.0,21.0
779,BobDevney,0.0,0.0,380.0
778,BoarNews,0.0,0.0,2863.0
777,BoEscritt,0.0,0.0,970.0
775,BlueEyedSoulMan,0.0,0.0,5937.0
773,BloombergAU,0.0,0.0,14449.0
772,BloomMiaHannah,0.0,0.0,389.0
769,BlewsWire,0.0,0.0,1424.0
768,Blessyn36991270,0.0,0.0,42.0
767,BlessingEyaadah,0.0,0.0,19.0
766,Blenchalnews,0.0,0.0,19.0
804,BouvyJulia,0.0,0.0,60.0
805,BoxMan_MK2,0.0,0.0,1057.0
807,BrackenburyMF,0.0,0.0,224.0
808,BradDodd,0.0,0.0,955.0
843,BrodEU,0.0,0.0,706.0
842,BroadhurstEboni,0.0,0.0,0.0
840,BritannicaPax,0.0,0.0,3513.0
838,BritSchoolGC,0.0,0.0,562.0
836,BristolLive,0.0,0.0,142729.0
835,BristolBizz,0.0,0.0,917.0
834,Brimstone_Titan,0.0,0.0,399.0
833,BrightonBH,0.0,0.0,931.0
832,BriefNig,0.0,0.0,525.0
829,BridgeNoContext,0.0,0.0,56.0
828,BrianCo48405777,0.0,0.0,240.0
827,BrianBreczinski,0.0,0.0,52.0
826,BrianAmbler2,0.0,0.0,1614.0
824,Breshcaleb,0.0,0.0,837.0
823,BrendanCarton,0.0,0.0,1257.0
822,BreitfartNews,0.0,0.0,120.0
820,BreffniOC,0.0,0.0,667.0
819,BredaFlaherty1,0.0,0.0,568.0
818,BreakingNewsAI,0.0,0.0,3365.0
817,Breaking144,0.0,0.0,126.0
816,BrandedAfrican,0.0,0.0,184.0
815,BrandIconImage,0.0,0.0,42.0
814,Brambles_show,0.0,0.0,407.0
813,BrainyPoet,0.0,0.0,4264.0
812,Brainmetry,0.0,0.0,436.0
765,BlazingReports,0.0,0.0,3.0
764,Blas_1,0.0,0.0,1321.0
763,BlaireMoskowitz,0.0,2.0,1877.0
720,BettyMoonface,0.0,0.0,236.0
718,BethBrooke8,0.0,0.0,910.0
717,Betakitten,0.0,0.0,466.0
716,Best_Biz_Ads,0.0,0.0,27593.0
715,Besquared3,0.0,0.0,556.0
714,BespokeAuctions,0.0,0.0,1321.0
713,BertRRatcliffe,0.0,0.0,29.0
710,BerlinScene_b,0.0,0.0,2921.0
708,BerendesSima,0.0,0.0,90.0
707,BenteSmidt,0.0,0.0,696.0
706,BensonRowland,0.0,0.0,39.0
705,BensoftE,0.0,0.0,242.0
704,BennyTrades,0.0,0.0,467.0
703,BenjaminTW,0.0,1.0,128.0
702,BenjaBroTay,0.0,0.0,123.0
701,BenitoRossi_,0.0,0.0,121.0
700,Beningirlie,0.0,0.0,626.0
699,BeninMondeInfos,0.0,0.0,757.0
697,BenedicteKurzen,0.0,0.0,1828.0
696,BencePolly,0.0,2.0,1173.0
695,BenQuinn75,0.0,0.0,10147.0
694,BenFulford1,0.0,2.0,2422.0
693,BelongingMeans,0.0,0.0,21.0
692,BelongNotts,0.0,0.0,388.0
689,Beherren,0.0,0.0,105.0
688,Beftft,0.0,2.0,77.0
719,BettyEziakor,0.0,0.0,102.0
722,BiancaMariotti9,0.0,0.0,3.0
761,BlacknessinXtra,0.0,0.0,316.0
723,BiancaUndie,0.0,0.0,27.0
760,Blackhairnet,0.0,0.0,305.0
758,Blackeresources,0.0,0.0,1050.0
756,Black_Students,0.0,0.0,3097.0
755,BlackVelvetMara,0.0,0.0,1269.0
754,BlackTzedek,0.0,0.0,1499.0
752,BlackPanAfrica7,0.0,1.0,44.0
750,BlackCognizance,0.0,0.0,20312.0
747,BlackBokkosBoy,0.0,0.0,776.0
746,BjornJensen4,0.0,0.0,228.0
745,Bizwhiznetwork,0.0,0.0,63.0
743,Bishop047,0.0,4.0,1797.0
742,BirstallAcad,0.0,0.0,1155.0
741,BiolaBlack,0.0,0.0,622.0
738,BimpeIN,0.0,0.0,1428.0
737,BillyWi29819532,0.0,0.0,18.0
736,BillsMask,0.0,1.0,576.0
735,BillionaireSoc,0.0,0.0,784.0
734,Billetsdafrique,0.0,0.0,11661.0
733,Bill_Finlayson,0.0,0.0,629.0
732,BillBoyes,0.0,0.0,209.0
731,BikuWandering,0.0,1.0,349.0
730,Bigbounce01,0.0,1.0,5440.0
729,BigSkyGuy57,0.0,0.0,679.0
728,BigBro84297738,0.0,0.0,72.0
727,Biesloadednaija,0.0,0.0,1404.0
845,Bronze_Titan,0.0,0.0,382.0
846,Brotha_Al,0.0,0.0,921.0
847,Brought_to_You,0.0,0.0,89.0
980,CharlieFrederix,0.0,1.0,738.0
978,CharlesChalin,0.0,1.0,1599.0
977,CharlesCMann,0.0,3.0,10764.0
976,Charles24Dennis,0.0,0.0,87.0
975,CharineJohn,0.0,0.0,657.0
974,ChaoTayiana,0.0,1.0,6839.0
972,Channel4Radio,0.0,0.0,830.0
970,Chander65148389,0.0,0.0,17.0
969,ChalcedonyVark,0.0,1.0,243.0
968,Chairman_Ok,0.0,0.0,334.0
966,Ceocqa_Toahbu,0.0,0.0,13.0
965,CentyClaus,0.0,0.0,363.0
964,CentroElba,0.0,0.0,2383.0
963,CentreYoruba,0.0,0.0,104.0
962,Centerstrit,0.0,0.0,459.0
961,Cened,0.0,0.0,1175.0
960,CenNigeriaPro,0.0,0.0,3.0
959,CelticW53333718,0.0,0.0,12.0
958,CelinaGreppler,0.0,0.0,45.0
957,CeleyOkogun1,0.0,0.0,553.0
955,CcriderJohn,0.0,0.0,14324.0
954,CbPromise,0.0,0.0,449.0
953,Cazlar123,0.0,0.0,869.0
952,Caza341791,0.0,0.0,3845.0
949,CathaySmith,0.0,0.0,731.0
947,Catachresticals,0.0,2.0,960.0
979,Charlesthornt,0.0,0.0,2737.0
981,CharlotteCoat10,0.0,0.0,37.0
945,CasualShoeMen,0.0,0.0,91.0
982,CharlotteFarhan,0.0,0.0,2407.0
1016,Chocol8silk,0.0,0.0,481.0
1015,ChloeMo58141433,0.0,0.0,41.0
1014,ChloeKeedyITV,0.0,0.0,1835.0
1012,ChitkwesuManetu,0.0,0.0,12444.0
1011,ChitandareM,0.0,0.0,412.0
1010,ChipoMuwowo,0.0,0.0,1234.0
1009,Chiomatic,0.0,0.0,1035.0
1008,ChiomaEucheria,0.0,0.0,78.0
1006,ChinemeNoke,0.0,0.0,4434.0
1005,ChinaFitzhugh,0.0,0.0,244.0
1003,Chimaera000,0.0,1.0,1537.0
1002,ChiliKwiwe,0.0,0.0,361.0
1001,ChileNaira,0.0,0.0,53.0
998,Chiefomoh,0.0,0.0,361.0
997,ChiefStyles,0.0,0.0,498.0
996,ChidozieOkonkw6,0.0,0.0,54.0
994,ChicanaEnLondon,0.0,0.0,718.0
993,ChiaraCosenza,0.0,0.0,1260.0
991,ChesterArchSoc,0.0,0.0,3066.0
990,CherylDaPearl2,0.0,0.0,683.0
989,CherrySays_,0.0,1.0,372.0
988,ChenaeLW,0.0,0.0,243.0
986,ChefMobil,0.0,0.0,3920.0
985,ChefIrma,0.0,2.0,537.0
983,Charyld1,0.0,0.0,265.0
946,CasualSupremacy,0.0,0.0,4.0
943,CarrioXanders,0.0,1.0,326.0
848,Brown9501Brown,0.0,0.0,658.0
892,CHSPreservation,0.0,0.0,473.0
884,CEamer,0.0,0.0,1119.0
883,CENTRO_MENADEL,0.0,0.0,2743.0
882,CCEmeziem,0.0,0.0,265.0
881,CCCH_UCL,0.0,0.0,717.0
880,CCAForum,0.0,0.0,559.0
879,CBNGx,0.0,0.0,17.0
878,CBChannelSelect,0.0,0.0,624.0
877,CBCAdrianH,0.0,0.0,18497.0
873,CACuriousThing1,0.0,1.0,223.0
871,C00NSTIEL,0.0,1.0,804.0
869,BwanaMdogo1,0.0,1.0,2005.0
866,BussyTalented,0.0,0.0,107.0
865,Businessideas42,0.0,0.0,19.0
863,BusinessLiveSA,0.0,1.0,31683.0
862,Burkinfo24,0.0,0.0,984.0
861,BunnajAfrica,0.0,0.0,609.0
859,BullingdonYob,0.0,1.0,546.0
858,BulletinCurrent,0.0,0.0,19.0
857,BuleMjoli,0.0,0.0,822.0
855,BtcBee,0.0,0.0,244.0
854,BryonyCoombs,0.0,0.0,1549.0
853,BryonyBond1,0.0,0.0,820.0
852,BryanShelmon,0.0,0.0,854.0
851,BryanAppleyard,0.0,0.0,8716.0
849,BrumbyAndrew,0.0,0.0,657.0
886,CFDTrading1,0.0,0.0,801.0
894,CJXCII,0.0,1.0,1231.0
941,CarolineDolly3,0.0,1.0,4.0
895,CKMok2005,0.0,0.0,62.0
940,Carolin18021579,0.0,0.0,128.0
939,CaroTinley,0.0,0.0,5.0
937,CarmillaVoiez,0.0,0.0,2340.0
936,Carmenrio2504,0.0,0.0,1924.0
935,CarlosKimathi,0.0,0.0,10.0
933,CarlaJeanStokes,0.0,3.0,2782.0
931,CareliaSC,0.0,0.0,45.0
930,CareerCoach17,0.0,0.0,520.0
928,CaradocPeters,0.0,0.0,1122.0
927,CaputoItalo,0.0,0.0,4561.0
925,CaptJolly,0.0,0.0,311.0
923,CapeNever,0.0,0.0,24.0
920,CanUBMe,0.0,0.0,141.0
919,CampusNewsUK,0.0,0.0,435.0
917,CambGuardAngels,0.0,0.0,527.0
916,CamTrader_ca,0.0,0.0,309.0
914,CaReedArtist,0.0,0.0,502.0
912,C_BOR,0.0,0.0,912.0
910,CWNLIVE,0.0,0.0,1023.0
909,CSmnemonic,0.0,0.0,25.0
908,CSiimo,0.0,0.0,10.0
907,CSUofToronto,0.0,0.0,292.0
905,CRCM_Nigeria,0.0,0.0,226.0
903,COTDC,0.0,0.0,57.0
898,CMArtReviews,0.0,1.0,1077.0
2723,LippyKidMusic,0.0,1.0,2462.0
2725,LisaC_ArtKenya,0.0,0.0,17.0
2726,LisaGravesBMAG,0.0,0.0,463.0
4489,TheCurrentAffa,0.0,0.0,666.0
4504,TheGreatGumzy,0.0,0.0,1419.0
4503,TheGlobalHerald,0.0,0.0,267.0
4502,TheGlintOfLight,0.0,0.0,602.0
4501,TheGatesPrimary,0.0,0.0,635.0
4500,TheFuzzyLobster,0.0,0.0,2062.0
4499,TheFrontierPost,0.0,0.0,4874.0
4497,TheFactPrefect,0.0,0.0,29.0
4496,TheEvolutionNYC,0.0,0.0,1534.0
4495,TheErimtanAngle,0.0,0.0,1731.0
4493,TheDivinePrince,0.0,0.0,6864.0
4491,TheDanielDallas,0.0,0.0,3387.0
4490,TheDailySeeker,0.0,0.0,211.0
4485,TheChestnutPost,0.0,0.0,198.0
4549,TheYomiKazeem,0.0,0.0,34359.0
4483,TheCalabashHub,0.0,0.0,1807.0
4481,TheCARROTCo,0.0,1.0,986.0
4480,TheCAAdvocate,0.0,0.0,48.0
4479,TheBrian7,0.0,0.0,982.0
4478,TheBlogger_in,0.0,0.0,38.0
4477,TheBlack_Board,0.0,0.0,301.0
4476,TheBlackUnion,0.0,0.0,635.0
4475,TheBigFixNews,0.0,0.0,151.0
4474,TheBestnaija,0.0,0.0,1248.0
4473,TheBeFlyWay,0.0,0.0,673.0
4470,TheBFRoom,0.0,0.0,1697.0
4468,TheAyoOgedengbe,0.0,0.0,231.0
4506,TheGuruburu,0.0,0.0,473.0
4509,TheHub_News,0.0,0.0,381.0
4510,TheInte78849514,0.0,2.0,42.0
4511,TheJayCalledLee,0.0,0.0,1841.0
1,0d2e396af6f7457,0.0,0.0,32.0
4544,TheTab,0.0,0.0,10749.0
4543,TheSuffolkMan,0.0,0.0,568.0
4541,TheSpanishACP,0.0,0.0,45.0
4540,TheSonOfGeorge,0.0,1.0,1636.0
4539,TheSheilaE,0.0,0.0,989.0
4538,TheShehus,0.0,0.0,4408.0
4537,TheRootMedia,0.0,0.0,20.0
4536,TheRetweeterNg,0.0,0.0,5583.0
4535,TheReal_Hafeez,0.0,1.0,12759.0
4534,TheRealRapbeat,0.0,0.0,247.0
4533,TheRealJonath17,0.0,0.0,8.0
4531,TheRealBenPohl,0.0,0.0,452.0
4530,TheRastaLion,0.0,1.0,463.0
4529,TheRadioTFI,0.0,0.0,144.0
4528,ThePiper,0.0,0.0,133.0
4525,TheNoel_N,0.0,0.0,798.0
4522,TheNeeek,0.0,0.0,260.0
4521,TheNedBarnett,0.0,3.0,4458.0
4518,TheMuseumOfLiz,0.0,1.0,3335.0
4517,TheMrnass,0.0,0.0,2961.0
4516,TheMidnightMyth,0.0,0.0,2127.0
4515,TheMadamEditor,0.0,0.0,3966.0
4513,TheLadyColumbia,0.0,1.0,1649.0
4512,TheKillaBunny,0.0,0.0,290.0
4465,TheAndreaDavy,0.0,0.0,403.0
4464,TheAgendaNews,0.0,0.0,17025.0
4462,TheAfricanBili2,0.0,0.0,44.0
4419,TansyJtweets,0.0,0.0,2001.0
4417,Tanica,0.0,0.0,403.0
4416,Tamz_N,0.0,0.0,585.0
4414,TamikaShanell,0.0,0.0,54.0
4412,Talkish_maan,0.0,0.0,4806.0
4411,TalkingAboutTh4,0.0,0.0,1940.0
4408,TakeLightFilm,0.0,0.0,297.0
4407,Taiwobabajide6,0.0,0.0,369.0
4405,TVOdocs,0.0,0.0,4204.0
4404,TUBAAOwls,0.0,0.0,1078.0
4403,TSTGA2,0.0,0.0,159.0
4402,TSBnewsnigeria,0.0,0.0,24709.0
4399,TRUKLAYNE71,0.0,0.0,170.0
4398,TPM_NEWS,0.0,0.0,1673.0
4397,TPArtGallery,0.0,0.0,433.0
4394,TOOKL,0.0,0.0,417.0
4393,TONYOK,0.0,0.0,37895.0
4392,TMotou,0.0,0.0,346.0
4391,TLeavitt718,0.0,0.0,85.0
4390,TJAbif,0.0,0.0,1494.0
4389,THISDAYarts,0.0,0.0,79.0
4387,THELIFE2471,0.0,0.0,244.0
4386,THEArtistT,0.0,0.0,455.0
4384,TDGPriestman,0.0,0.0,507.0
4381,TCL58,0.0,0.0,178.0
4380,TBuczkowska,0.0,1.0,1383.0
4418,TanimolaKolade,0.0,0.0,13742.0
4420,TanyaHarrod,0.0,1.0,1205.0
4460,TheAfricaMentor,0.0,0.0,22748.0
4421,TanyaJMcc,0.0,0.0,181.0
4458,TheAdesina_Ayo,0.0,1.0,652.0
4455,That_AMG,0.0,0.0,3949.0
4454,ThapperKeth,0.0,0.0,1363.0
4453,ThandiLoewenson,0.0,0.0,2761.0
4452,ThamesGov,0.0,0.0,1091.0
4451,ThSefton,0.0,0.0,428.0
4448,TeseThePoet,0.0,1.0,2160.0
4446,TerryGalvanChi,0.0,0.0,205.0
4445,TerrificCoins,0.0,0.0,17.0
4444,Teneshia20,0.0,0.0,59.0
4442,TemitayoE,0.0,0.0,6211.0
4438,Telegraf_ID,0.0,0.0,69.0
4437,TejumolaDavid2,0.0,0.0,18.0
4436,Tehildil,0.0,1.0,972.0
4435,TeeboyYungweal1,0.0,0.0,53.0
4433,TeachersRegistr,0.0,0.0,743.0
4432,TeacherAyal,0.0,1.0,191.0
4430,TdvMister,0.0,0.0,210.0
4429,Tblazeen,0.0,0.0,2511.0
4428,Tbird93TKL,0.0,0.0,55.0
4427,TayoSays,0.0,0.0,1224.0
4425,TaurusMayflower,0.0,0.0,1870.0
4424,TattleTailzz,0.0,0.0,1050.0
4423,TatiDOBETTER,0.0,0.0,338.0
4422,Taryus4,0.0,0.0,440.0
4547,TheWire985,0.0,0.0,307.0
4550,The_APAA,0.0,0.0,294.0
4704,Unarchived,0.0,0.0,899.0
4641,Trendz_Connect,0.0,0.0,2141.0
4657,Tselei1,0.0,0.0,173.0
4654,TryNaija,0.0,0.0,934.0
4653,TrueAncestry,0.0,0.0,378.0
4652,Trtkemp,0.0,0.0,258.0
4651,TrouwRelFil,0.0,0.0,6762.0
4649,TrishaNicholson,0.0,0.0,9882.0
4648,TrinityAfer,0.0,0.0,165.0
4646,Tribalart_be,0.0,0.0,198.0
4645,TribalJunkie,0.0,0.0,924.0
4644,TribalArtLondon,0.0,0.0,582.0
4643,Trialanderror_v,0.0,0.0,407.0
4642,Trezmarkart,0.0,1.0,165.0
4640,TrendsReportNow,0.0,0.0,539.0
4551,The_Eghosa,0.0,0.0,49.0
4639,TrendTweet_NG,0.0,0.0,632.0
4637,TravisLAdkins,0.0,0.0,3545.0
4635,Travelteach4,0.0,0.0,262.0
4634,Travelfixcom,0.0,0.0,2894.0
4633,TravelCambridg3,0.0,0.0,66.0
4632,TrailerMania587,0.0,0.0,1152.0
4630,ToyeSodade,0.0,0.0,215.0
4629,ToussaintTTTG,0.0,0.0,15.0
4628,TotorimiBlog,0.0,0.0,565.0
4627,Tosinger,0.0,0.0,2503.0
4626,Tori_Nigeria,0.0,0.0,2284.0
4625,ToriExpress,0.0,0.0,7.0
4658,Tttttt52395796,0.0,0.0,36.0
4661,TulaniNgwenya87,0.0,0.0,156.0
4662,Tumza_ngwana_,0.0,0.0,143.0
4663,TunukaMedia,0.0,0.0,32.0
4700,UmranNewsToday,0.0,0.0,90.0
4699,UmojApp,0.0,0.0,25.0
4697,UltimateLove234,0.0,0.0,167.0
4694,UliBeudgen,0.0,0.0,2765.0
4693,UjuAyalogusBlog,0.0,0.0,1833.0
4692,Ugo_Alfred,0.0,0.0,1034.0
4691,Udokabestluv,0.0,0.0,152.0
4690,UcheUja,0.0,0.0,216.0
4689,UchePerkins,0.0,1.0,1595.0
4688,Ubuluman,0.0,0.0,965.0
4687,USofficialnews,0.0,0.0,217.0
4686,US__News,0.0,0.0,390.0
4685,USMOVIC,0.0,0.0,1617.0
4684,USITA_forum,0.0,0.0,2235.0
4683,USBlackHistoric,0.0,0.0,2.0
4682,USActivities,0.0,0.0,295.0
4681,UNDALRDS9,0.0,0.0,438.0
4680,UNArtistas,0.0,0.0,884.0
4677,UKTheDutch,0.0,0.0,658.0
4675,UFOsMysterious,0.0,0.0,6356.0
4669,Twinsgistmag,0.0,0.0,151087.0
4668,TwentyHouse,0.0,0.0,81.0
4667,Tvrgirl,0.0,0.0,149.0
4665,TvInternet2,0.0,0.0,1058.0
4664,TurboKitty,0.0,0.0,8788.0
4624,Topnews_tv,0.0,0.0,236.0
4623,TopHalifaxNow,0.0,0.0,327.0
4622,ToochiEmmanuel,0.0,0.0,1553.0
4579,ThoughtsSciency,0.0,0.0,53.0
4577,ThomasSmaberg,0.0,0.0,1952.0
4576,ThomasJeromeNew,0.0,0.0,914.0
4574,ThomasEugeneHa6,0.0,0.0,15.0
4573,Thomas23353301,0.0,0.0,180.0
4572,ThomCheney,0.0,0.0,2185.0
4571,ThisisKadz,0.0,0.0,1669.0
4570,This_is_Europe,0.0,0.0,14242.0
4569,Thirty_Banal,0.0,0.0,30.0
4568,ThinleyPongteng,0.0,0.0,83.0
4567,Thinking_Grey,0.0,0.0,1778.0
4566,TheyCallMeEronz,0.0,0.0,4898.0
4565,Theunitedppl,0.0,0.0,65.0
4564,TheresiaBauer,0.0,0.0,4524.0
4563,Thepoliticonews,0.0,0.0,69.0
4562,TheoptimistV,0.0,0.0,34.0
4561,Thenichenews,0.0,0.0,242.0
4560,Thengozimedia,0.0,0.0,1983.0
4559,ThenSheAppears,0.0,0.0,4464.0
4558,ThemysciranLady,0.0,0.0,186.0
4557,Themerit2,0.0,0.0,5.0
4556,Thejude99,0.0,0.0,5582.0
4555,Their_Child,0.0,0.0,2314.0
4554,The_WorldRuler,0.0,0.0,396.0
4553,The_War_Podcast,0.0,0.0,556.0
4552,The_Geeky_News,0.0,0.0,33.0
4578,ThomasWaroquier,0.0,0.0,50.0
4580,Thrillernewsgh,0.0,0.0,746.0
4621,TooSiQ,0.0,0.0,7024.0
4581,ThrowbackTimes,0.0,0.0,113.0
4620,Tonytris1949,0.0,0.0,0.0
4619,TonyeTee,0.0,0.0,81.0
4618,Tony_Nwajei,0.0,0.0,63.0
4617,TonyPickford1,0.0,0.0,1059.0
4616,TonyBurgum,0.0,0.0,485.0
4614,ToniAnneU,0.0,1.0,874.0
4613,TomorrowTopic,0.0,0.0,2.0
4612,Tommy_ilnigerSA,0.0,5.0,1026.0
4610,Tom_Courtright,0.0,0.0,510.0
4609,TomMcGr,0.0,0.0,552.0
4608,TomMaguire1965,0.0,0.0,977.0
4607,ToddSStewart,0.0,0.0,179.0
4606,Today_Newsng,0.0,0.0,10.0
4605,TodayWold,0.0,0.0,0.0
4602,TitoOfLagos,0.0,0.0,11719.0
4601,TipsLives,0.0,0.0,29.0
4599,TindalSiobhan,0.0,0.0,25.0
4597,TimonichevDenja,0.0,0.0,31.0
4594,Timesof_Usa,0.0,0.0,86.0
4592,TimesEurope,0.0,0.0,332.0
4590,TimWeiskel,0.0,0.0,205.0
4589,TimTimLeandro,0.0,0.0,486.0
4588,TimGluckman,0.0,1.0,1798.0
4583,Thylacine22,0.0,0.0,74.0
4582,Thug_Weird,0.0,1.0,2775.0
4376,TALK1370,0.0,0.0,2571.0
4375,TAIWOZEEZ,0.0,1.0,2338.0
4374,TAGatGayhurst,0.0,0.0,155.0
4150,Shahid11828,0.0,0.0,73.0
4168,Shimamoneyy,0.0,0.0,176.0
4167,ShimSingh,0.0,0.0,17.0
4165,SheriffFord,0.0,0.0,411.0
4163,SheilaRuiz,0.0,0.0,1781.0
4161,Shegelu,0.0,0.0,792.0
4158,SharonS03247684,0.0,0.0,245.0
4157,ShareGist,0.0,0.0,2154.0
4156,Shappirro83,0.0,0.0,758.0
4155,Shannon_E_Henry,0.0,0.0,105.0
4154,ShanKothari,0.0,0.0,1670.0
4152,ShamaanViolet,0.0,0.0,2943.0
4151,Shaktari1,0.0,0.0,160.0
4148,ShadMoarif,0.0,0.0,885.0
4373,TAD60,0.0,0.0,318.0
4147,ShWachira,0.0,0.0,29.0
4146,SghiarImad,0.0,0.0,22.0
4144,Seunspeakss,0.0,1.0,1828.0
4143,Seuniho,0.0,0.0,67.0
4142,SeunShey,0.0,2.0,746.0
4141,SeunMike,0.0,0.0,2904.0
4140,SettlementNCUSA,0.0,0.0,22.0
4138,Servelan,0.0,0.0,2440.0
4137,Seruka_Afrika,0.0,2.0,354.0
4136,Sergei_Ardzinba,0.0,0.0,12808.0
4135,Sephalim,0.0,3.0,353.0
4134,SengaEkiba,0.0,0.0,1438.0
4169,ShinNovaheart,0.0,1.0,59.0
4170,ShineFM103,0.0,0.0,6697.0
4171,ShinyEsty,0.0,1.0,189.0
4172,ShivKum38141850,0.0,0.0,1.0
