,surname,count,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race,african
126,commons,10,0.009086968,0.008919088,0.044695497,0.006727747,0.0083028395,1.7929782,0.0058494112,0.052095752,0.02271714,0.0060367207,0.014752222,0.01981755,0.00802076,"GreaterEuropean,British",Non-African
127,buddha,10,1.661083e-05,2.524281e-05,1.7567716,0.019463276,0.10075394,0.05626841,0.0043771286,0.00091955933,0.0041377232,0.0020371375,0.007410532,0.046336412,0.0014825156,"Asian,IndianSubContinent",Non-African
128,swad,10,0.05444558,0.0012160181,0.99673694,0.018999336,0.1890258,0.68419784,0.004721595,0.010825174,0.009484454,0.0023166419,0.010302187,0.004407086,0.013321389,"Asian,IndianSubContinent",Non-African
129,hemiunu,10,0.015839715,0.0071871304,0.028311787,0.59912324,0.08150931,0.017781904,0.013467045,0.036212493,0.0922294,0.0021150305,0.01573694,0.07730431,0.013181729,"GreaterAfrican,Africans",African
130,treasure,10,0.021728104,0.013207415,0.003525015,0.008949198,0.0019296332,3.7504792,0.004478377,0.027747711,0.07641825,0.007171984,0.01571808,0.059960727,0.008685883,"GreaterEuropean,British",Non-African
131,hosny,10,0.011961855,0.0007700648,0.028224243,0.01660517,0.020442788,0.3816643,0.05553833,0.54077345,0.6874473,0.12455027,0.03337573,0.02093959,0.07770699,"GreaterEuropean,WestEuropean,French",Non-African
132,pancras,10,0.0013308867,0.002560071,0.035357192,0.0061095855,0.0074685146,0.6445204,0.0014238746,0.019277649,0.09005266,0.0070685865,0.09700634,0.087137975,0.00068632164,"GreaterEuropean,British",Non-African
133,champollion's,10,0.001127518,0.0007221773,0.49343494,0.01927595,0.0725138,0.34821662,0.0052904254,0.008493572,0.005735972,0.00027539572,0.035539955,0.007808614,0.0015650992,"Asian,IndianSubContinent",Non-African
134,lash,10,0.03974724,0.0017939475,0.09237481,0.017877093,0.33623353,0.7430783,0.0980727,0.40209845,0.121394716,0.064110994,0.050461635,0.021124074,0.011632494,"GreaterEuropean,British",Non-African
135,silverman,10,0.0019360608,0.0027620324,0.0012533846,0.0015598878,0.0025496376,0.40342933,0.12319947,2.4176462,0.014109375,0.0063881264,0.012169487,0.009307739,0.003689894,"GreaterEuropean,Jewish",Non-African
136,halman,10,0.00038613207,0.00035677658,0.0006512006,0.001612498,0.040217847,0.253399,0.037024744,0.5564864,0.019120531,0.04907779,0.017247055,0.008094111,0.016325882,"GreaterEuropean,Jewish",Non-African
137,et,10,0.6354121,0.71585184,0.08956445,0.098380506,0.31505397,0.028910302,0.011172195,0.012147664,0.03190095,0.009937272,0.0358052,0.007982802,0.007880665,"Asian,GreaterEastAsian,Japanese",Non-African
138,smirke's,10,0.0010434757,0.0007833001,0.03859728,0.009046114,0.08242277,1.3113575,0.0045841266,0.5259551,0.0077238977,0.0009570551,0.008816733,0.0058000158,0.0029124757,"GreaterEuropean,British",Non-African
139,evans,10,0.011193826,0.011647299,0.0031129816,0.0036953967,0.0055944016,2.7982898,0.0054035494,0.077211015,0.035340633,0.011752376,0.014173186,0.018485188,0.0041000894,"GreaterEuropean,British",Non-African
140,german,10,0.047261603,0.011980003,0.0063713053,0.03619906,0.042751066,0.39445144,0.61804533,2.876459,0.56699115,0.84910405,0.34447142,0.18596166,0.01995314,"GreaterEuropean,Jewish",Non-African
141,zimmerer,10,0.009716611,0.007771043,0.047770582,0.025212854,0.008252156,0.6031105,0.027328355,0.29305732,0.2683297,0.41223884,0.09747355,0.17539895,0.02433953,"GreaterEuropean,British",Non-African
142,france,10,0.058763187,0.010683949,0.06406331,0.034291256,0.101915814,1.9475411,0.18531778,0.36983544,1.2651881,0.058829505,0.49348003,0.2071626,0.20292768,"GreaterEuropean,British",Non-African
143,minor,10,0.019687684,0.083086975,0.102248155,0.06639993,0.040052198,0.7210325,0.382215,0.8197987,0.32218584,0.059721,0.330597,0.9755164,0.07745834,"GreaterEuropean,WestEuropean,Italian",Non-African
144,getty,9,0.03300645,0.0024342928,0.018321654,0.01851411,0.0055372794,0.6615195,0.012506427,0.006783139,0.19679953,0.0051656575,0.017367508,0.01568465,0.006359781,"GreaterEuropean,British",Non-African
145,costaz,9,0.00042068583,0.0058276,0.0031254208,0.00815741,0.023112318,0.09873063,0.00564119,0.09857818,0.07060875,0.0019465326,0.63596624,0.04701892,0.0008660509,"GreaterEuropean,WestEuropean,Hispanic",Non-African
146,geoffroy saint-hillaire,9,0.0026654135,0.0006603684,0.0009052463,0.006202866,0.015460506,0.7395871,0.0005129484,0.004596727,0.20232438,0.00096868444,0.0029500525,0.02267341,0.0004922802,"GreaterEuropean,British",Non-African
147,gaza,9,0.0013617512,0.009221608,0.012330194,0.012177805,0.09026613,0.023179341,0.005196639,0.038689114,0.07973418,0.003545255,0.6958433,0.027834062,0.00062054856,"GreaterEuropean,WestEuropean,Hispanic",Non-African
148,gautier,9,0.0005067719,4.790773e-05,0.0015286866,0.0004858107,0.00029436484,0.040855464,0.0028760093,0.0025343709,0.93397295,0.0049203397,0.010341633,0.0011871851,0.00044848016,"GreaterEuropean,WestEuropean,French",Non-African
149,buy,9,0.19652632,0.023585739,0.017629316,0.045499634,0.037875038,0.4713486,0.09146617,0.0221751,0.65678644,0.067584604,0.3246547,0.013112233,0.031755973,"GreaterEuropean,WestEuropean,French",Non-African
150,roses,9,0.014068428,0.0010290346,0.0049712625,0.0022789985,0.0077810436,0.29954594,0.019604692,0.3824471,0.11374039,0.0141473925,0.0984682,0.02221732,0.01970027,"GreaterEuropean,Jewish",Non-African
151,man,9,2.172069,0.09252849,0.06403839,0.0072147707,0.014670696,0.10470711,0.080759615,0.0648351,0.09882538,0.081765376,0.07243045,0.080880165,0.06527534,"Asian,GreaterEastAsian,EastAsian",Non-African
152,augustine,9,0.003177968,0.00046756092,0.0008399174,0.0040025404,0.024039162,0.14533667,0.051795136,0.029411793,0.2579708,0.0100126695,0.06203008,0.40277052,0.008145085,"GreaterEuropean,WestEuropean,Italian",Non-African
153,historica,9,0.005506711,0.018199414,0.00063901296,0.0019590885,0.002257467,0.06233945,0.005269093,0.0049457564,0.005980241,0.001073244,0.073015995,0.81789136,0.0009232129,"GreaterEuropean,WestEuropean,Italian",Non-African
154,protain,9,0.009237579,0.005076482,0.019197898,0.0011360807,0.0017660332,0.0652503,0.042562157,0.01945991,0.7610469,0.042037807,0.013386463,0.01503556,0.004806807,"GreaterEuropean,WestEuropean,French",Non-African
155,triad,9,0.09435856,0.009317771,0.43338254,0.09354012,0.046804465,0.039785597,0.04533389,0.08259769,0.03413193,0.0072164936,0.055634588,0.021809628,0.03608666,"Asian,IndianSubContinent",Non-African
156,greenfield,9,0.0033789745,0.0026631202,0.004531838,0.0021226746,0.0014217693,1.4346892,0.026027083,0.44218823,0.049131036,0.008394754,0.021095332,0.0027130116,0.0016431004,"GreaterEuropean,British",Non-African
157,roman,9,0.15257664,0.0406848,0.064599656,0.044388894,0.054738667,3.083705,0.11354335,1.4467369,0.53822434,0.13262448,0.0990346,0.18473995,0.044402555,"GreaterEuropean,British",Non-African
158,monge,9,0.05422606,0.0038758602,0.012667111,0.040875703,0.0061057946,0.50038826,0.011342825,0.014596906,0.10448388,0.090426154,0.010899083,0.084350705,0.065761596,"GreaterEuropean,British",Non-African
159,nazif,9,0.00069855904,0.0004856965,0.053926695,0.05473623,0.78516513,0.0025836793,0.0068852594,0.0559694,0.029394943,0.0006742148,0.006734556,0.0025408664,0.00020483241,"GreaterAfrican,Muslim",African
160,thomas,9,0.01355222,0.012286823,0.056659672,0.0111508565,0.0050911075,3.4783745,0.005086856,0.04458327,0.19781932,0.018531576,0.1256514,0.022476712,0.008735771,"GreaterEuropean,British",Non-African
161,membres de,9,0.0016108387,0.0024374046,0.0056134695,0.11273752,0.0013610305,0.056112885,0.010987423,0.017065963,0.19764984,0.00997318,0.4568474,0.118098825,0.00950422,"GreaterEuropean,WestEuropean,Hispanic",Non-African
162,idia,9,0.007915573,0.03337007,0.12816757,2.0438037,0.30189708,0.06404194,0.0057815015,0.050212257,0.14672104,0.008611707,0.5800644,0.59551394,0.033899426,"GreaterAfrican,Africans",African
163,cheops,9,0.00046401357,0.0009432821,0.047764603,0.013174633,0.046768237,0.6788757,0.019511065,0.14435972,0.013598704,0.010356066,0.0042677727,0.019426899,0.00048929837,"GreaterEuropean,British",Non-African
164,chardin,9,0.0027906653,0.0009601204,0.011012897,0.0014466572,0.0018486095,0.24946864,0.07159153,0.009917843,0.6320819,0.0018946747,0.009200484,0.006813402,0.000972619,"GreaterEuropean,WestEuropean,French",Non-African
165,huppertz,9,0.002624302,0.0049684676,0.00015663622,0.00042511802,0.0028231815,0.043002885,0.112288184,0.47046387,0.06512781,0.20090759,0.045914587,0.01683266,0.03446469,"GreaterEuropean,Jewish",Non-African
166,scientifiques,9,0.0074771876,0.16527787,0.0019367824,0.0044025616,0.035753142,0.036412485,0.0039562867,0.04914419,0.08185257,0.009397287,0.32325658,0.27910662,0.002026406,"GreaterEuropean,WestEuropean,Hispanic",Non-African
167,caze,9,0.006098871,0.0032253717,0.003056098,0.00326004,0.008374838,0.6961656,0.006204776,0.04205758,0.1826686,0.0037430525,0.02870744,0.015243299,0.0011943862,"GreaterEuropean,British",Non-African
168,hudson,9,0.004950823,0.013858467,0.012669804,0.02686934,0.03340031,3.539019,0.0056818873,0.17102043,0.048374336,0.011651263,0.037474666,0.019379633,0.07564975,"GreaterEuropean,British",Non-African
169,hassan foot,9,0.019214658,0.10478674,0.42416483,0.037107646,0.15365008,0.027001696,0.0043829875,0.08877793,0.03867938,0.0788724,0.010695839,0.010155612,0.0025101735,"Asian,IndianSubContinent",Non-African
170,el-nasr,9,4.081004e-05,3.508433e-05,0.0011264323,0.0021790008,0.94873804,0.005586435,0.0033625336,0.026446518,0.0014943241,0.00204633,0.0023450628,0.0019708183,0.004628644,"GreaterAfrican,Muslim",African
171,joly,9,0.0060324455,0.005627546,0.07241624,0.022556117,0.017404139,0.42953205,0.05188372,0.10259155,0.14428014,0.021419732,0.05200448,0.05479417,0.019457635,"GreaterEuropean,British",Non-African
172,conte,9,0.0048093298,0.0034039828,0.01924404,0.007093519,0.0033626526,0.12224099,0.006874651,0.025390854,0.25143084,0.004060261,0.19721355,0.3496127,0.0052626124,"GreaterEuropean,WestEuropean,Italian",Non-African
173,digital,9,0.0016737469,0.0061494745,1.2106684,0.044261232,1.0538957,0.09148147,0.04998926,0.13025951,0.17514297,0.010798626,0.18211485,0.024151621,0.01941314,"Asian,IndianSubContinent",Non-African
174,academie,9,0.0012543476,0.02163563,0.015770761,0.30946612,0.015292548,0.25909868,0.0013657032,0.07210114,0.17569284,0.0024858264,0.09250168,0.016855542,0.016479215,"GreaterAfrican,Africans",African
175,mantegna,9,0.001854049,0.00024611386,0.003134315,0.0039851516,0.0011882163,0.008284323,0.0012680261,0.004868528,0.09749836,0.0047939904,0.11699841,1.7542664,0.0016140164,"GreaterEuropean,WestEuropean,Italian",Non-African
176,rare,9,0.012681055,0.0052307206,0.09313857,0.03183799,0.030768825,0.19672395,0.012213466,0.08816095,0.24778101,0.0025768562,0.16521642,0.10728685,0.0063834027,"GreaterEuropean,WestEuropean,French",Non-African
177,s'aventurer,9,0.0036614197,0.004378455,0.015683992,0.006966682,0.005621015,0.40689912,0.056562796,0.15611081,0.15800811,0.035230123,0.048220444,0.09829747,0.00435952,"GreaterEuropean,British",Non-African
178,militaire,9,0.0032192126,0.0034586764,0.011326487,0.2860815,0.02607645,0.058056995,0.0037433158,0.018453805,0.4625324,0.00054767384,0.10597444,0.017791629,0.002737342,"GreaterEuropean,WestEuropean,French",Non-African
179,de plus de,9,0.0027087892,0.0014421183,0.003317003,0.005271157,0.0009372111,0.08946811,0.0077416874,0.011221009,0.36116123,0.02043875,0.14470983,0.31301337,0.03856978,"GreaterEuropean,WestEuropean,French",Non-African
180,miller,9,0.026387557,0.047185287,0.07715926,0.036564343,0.018700475,4.7094483,0.15186547,1.4099059,0.18264623,0.068990186,0.15813242,0.09386645,0.019147322,"GreaterEuropean,British",Non-African
181,foutouh,9,0.0018163492,0.00029925577,7.63278e-05,0.045709327,0.37739554,0.030431675,0.010232783,0.010976588,0.50458694,0.0020658872,0.0082315635,0.0028494184,0.005328359,"GreaterEuropean,WestEuropean,French",Non-African
182,esna,9,0.005540904,0.0015691849,0.0038737974,0.0058871633,0.008584446,0.011708408,0.019700505,0.048721697,0.16473454,0.0006139399,0.66717046,0.05821518,0.0036797104,"GreaterEuropean,WestEuropean,Hispanic",Non-African
183,sobek,9,0.006029496,0.01369884,0.007681587,0.023306152,0.040618185,0.06515949,0.72060466,0.04633037,0.008488316,0.02674361,0.018953279,0.008445238,0.013940688,"GreaterEuropean,EastEuropean",Non-African
184,feldmann,9,0.012902734,0.0088397,0.0027767457,0.0030183145,0.0028496801,0.1999228,0.06598049,0.95135987,0.06457954,0.51410973,0.051117964,0.040167805,0.082374685,"GreaterEuropean,Jewish",Non-African
185,d'entre,9,0.00037870507,7.214508e-05,0.00557389,0.0014564751,9.724684e-05,0.12613697,0.00046094446,0.0012486939,0.6699601,0.0019201743,0.025650084,0.16181183,0.005232813,"GreaterEuropean,WestEuropean,French",Non-African
186,berthollet,9,0.0014439466,0.00010782493,0.0027535586,0.0010242992,0.00049272046,0.16194525,0.0012645989,0.0036202061,0.7775789,0.008358006,0.025312144,0.0077799573,0.008318581,"GreaterEuropean,WestEuropean,French",Non-African
187,de l'armee,9,0.00079161825,0.00049013156,0.0003834909,0.0010379811,0.0010356304,0.30609784,0.00072652084,0.0039981045,0.66910905,0.0005668109,0.011929608,0.0034970413,0.00033623277,"GreaterEuropean,WestEuropean,French",Non-African
188,le brun,9,0.00036609123,0.00082307844,0.0017072572,0.0005160223,0.0021594637,0.12929183,0.0027631759,0.013268912,1.7070674,0.015933957,0.04865302,0.06278521,0.014664659,"GreaterEuropean,WestEuropean,French",Non-African
189,laissus,9,5.2590964e-05,0.0006098247,0.00034911832,0.0036830662,0.004065215,0.0267496,0.0014866494,0.02128222,0.12796667,0.009094876,0.0049943314,0.7946143,0.0050515477,"GreaterEuropean,WestEuropean,Italian",Non-African
190,nubie,9,0.01766513,0.012326027,0.0023905751,0.17439304,0.018909927,0.31277665,0.0032556714,0.067845784,0.32284632,0.00094029994,0.056677338,0.00910728,0.00086597237,"GreaterEuropean,WestEuropean,French",Non-African
191,haroeris,9,0.0077305837,0.055325672,0.023617938,0.03869069,0.03589947,0.065042086,0.075561024,0.24287322,0.17067513,0.06422975,0.07701123,0.13140644,0.01193682,"GreaterEuropean,Jewish",Non-African
192,de rothschild,9,0.00064873707,0.0038757042,0.00047968727,0.00012394844,0.0015031478,0.61357194,0.007416092,0.8708214,0.47240865,0.005364223,0.007940141,0.012325352,0.003520989,"GreaterEuropean,Jewish",Non-African
193,tentyra,9,0.017170392,0.0040949513,0.043606956,0.11268626,0.00497354,0.098090395,0.044335317,0.015555928,0.10174285,0.017976938,0.4714425,0.06062546,0.0076985057,"GreaterEuropean,WestEuropean,Hispanic",Non-African
194,d'alembert's,9,0.0003427235,0.00033542156,0.0046896623,0.055784885,0.0007421362,0.77005833,0.00109572,0.0062817307,0.11541826,0.00038275632,0.0034947447,0.04129084,8.277947e-05,"GreaterEuropean,British",Non-African
195,ozymandias,9,0.0027764535,0.00074155844,0.04106595,0.053015906,0.010790466,0.092208125,0.056131497,0.06315653,0.2649957,0.2673556,0.07055342,0.05272566,0.024483068,"GreaterEuropean,WestEuropean,Germanic",Non-African
196,anderson,9,0.0048021846,0.013503027,0.006696284,0.034147646,0.012971481,3.8351843,0.018228054,0.15359206,0.4502365,0.056601644,0.08074741,0.07751911,0.2557705,"GreaterEuropean,British",Non-African
197,wang,9,0.81079745,0.002164217,0.00090972637,0.002030478,0.00136196,0.1078304,0.0047885887,0.014003211,0.013183014,0.010248409,0.006061662,0.0018527699,0.02476811,"Asian,GreaterEastAsian,EastAsian",Non-African
198,brexit,9,0.018151626,0.005665884,0.04424811,0.019919228,0.0028891594,0.50603676,0.24497083,0.07517747,0.20691235,0.24998066,0.1916497,0.152811,0.28158703,"GreaterEuropean,British",Non-African
199,newspaper,8,0.004246693,0.0006254867,0.025003435,0.0036672973,0.002724896,0.48111105,0.12666999,1.1628058,0.037000764,0.064165115,0.055324484,0.019789927,0.01686507,"GreaterEuropean,Jewish",Non-African
200,temple,8,0.004852998,0.0047964705,0.9582408,0.16550995,0.03849277,2.4761057,0.006937356,0.06507263,0.17125648,0.014609692,0.03591385,0.04900957,0.009201519,"GreaterEuropean,British",Non-African
201,tolentino,8,0.00067812594,0.0017161103,0.00017161855,0.0013850309,0.00032761754,0.022106431,0.0026028503,0.0017729045,0.013343546,0.0027381852,0.14800502,0.8045864,0.0005661714,"GreaterEuropean,WestEuropean,Italian",Non-African
202,parkinson,8,0.008689845,0.0066946167,0.021239717,0.0047106175,0.0019462558,2.7749014,0.003993269,0.026595907,0.06724903,0.0020191579,0.05013381,0.011673481,0.020153105,"GreaterEuropean,British",Non-African
203,egels,8,0.020259902,0.0060511027,0.0012992037,0.020446787,0.012947129,2.1200292,0.013702961,0.15700689,0.06500873,0.16168955,0.040525,0.0734213,0.3076123,"GreaterEuropean,British",Non-African
204,vinci,8,0.00051539537,0.0013620271,0.0042404425,0.0032497195,0.0025073192,0.019096985,0.0011689633,0.01595354,0.04732056,0.0055549163,0.45466456,1.4399443,0.0044212244,"GreaterEuropean,WestEuropean,Italian",Non-African
205,achaemenid,8,0.0066624233,0.0022582689,0.000648071,0.87304604,0.010223898,0.011209181,0.01887552,0.047830407,0.005730098,0.004717079,0.008303849,0.010372751,0.00012244614,"GreaterAfrican,Africans",African
206,kemp,8,0.01555866,0.0023699393,0.0070562693,0.010153336,0.018997923,1.6942809,0.016130125,0.07227754,0.024280192,0.08798072,0.021746002,0.0048685744,0.024299836,"GreaterEuropean,British",Non-African
207,thompson,8,0.002656318,0.0054871137,0.0010316272,0.012875385,0.0005865424,3.7880647,0.0015014082,0.01866303,0.085424155,0.0027313042,0.042132054,0.013996658,0.024849806,"GreaterEuropean,British",Non-African
208,nigeria,8,0.007950859,0.15283896,0.13140158,0.049551092,0.018157698,0.24238864,0.28368095,0.3509388,0.33703345,0.08531482,0.5673805,1.7614391,0.011923686,"GreaterEuropean,WestEuropean,Italian",Non-African
209,durer,8,0.020969681,0.0008919643,0.036877558,0.0152067,0.029316433,0.6360861,0.02066389,0.089711905,1.9119151,0.047615908,0.09810223,0.05312192,0.039520603,"GreaterEuropean,WestEuropean,French",Non-African
210,ferran,8,0.0014739425,0.00059123716,0.007719225,0.012200398,0.03555504,0.60285264,0.0014623468,0.02379314,0.22931524,0.0031324013,0.06623704,0.014927282,0.00074007554,"GreaterEuropean,British",Non-African
211,lacau,8,0.0020703264,0.0069916486,0.023637947,0.0037141198,0.0040199845,0.06266489,0.0067680445,0.020848824,0.7867098,0.0047734543,0.054460645,0.019533914,0.00380643,"GreaterEuropean,WestEuropean,French",Non-African
212,rodin,8,0.0144901965,0.0033719323,0.0075198775,0.0032395315,0.0036778573,0.6679066,0.20149525,0.13249421,0.8984028,0.008766753,0.020122673,0.036585394,0.001926974,"GreaterEuropean,WestEuropean,French",Non-African
213,victoria,8,0.009047067,0.023498146,0.02598322,0.004385233,0.008857278,0.13600351,0.034581583,0.02334387,0.053404216,0.006180337,0.062053297,0.61144775,0.0012144403,"GreaterEuropean,WestEuropean,Italian",Non-African
